fixed acidity,volatile acidity,citric acid,pH,sulphates,alcohol,quality,type,pH_bin_5,pH_bin_10
6.0,0.5,0.0,3.36,0.45,9.5,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.5,0.51,0.02,3.36,0.54,10.5,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.6,0.54,0.02,3.37,0.51,10.4,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
11.5,0.42,0.48,3.09,0.53,11.0,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
8.2,0.44,0.24,3.25,0.53,10.2,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.1,0.59,0.01,3.52,0.56,11.4,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.2,0.655,0.03,3.34,0.39,9.5,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.57,0.0,3.41,0.52,10.8,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
9.0,0.6,0.29,3.34,0.57,10.0,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.62,0.01,3.32,0.51,11.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.6,0.645,0.03,3.37,0.46,10.3,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.2,0.58,0.03,3.35,0.52,10.0,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.1,0.32,0.25,3.36,0.44,10.1,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.1,0.34,0.25,3.36,0.44,10.1,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.3,0.43,0.24,3.6,0.59,11.1,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.4,0.64,0.17,3.28,0.5,9.5,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
11.6,0.475,0.4,3.07,0.65,10.0333333333333,6,Red,"(2.978, 3.236]","(2.978, 3.107]"
9.2,0.54,0.31,3.24,0.56,10.9,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.3,0.85,0.14,3.36,0.54,10.1,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.0,0.83,0.27,3.29,0.48,9.8,4,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.605,0.02,3.46,0.53,11.8,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.8,0.5,0.09,3.18,0.62,9.5,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.74,0.08,3.24,0.5,9.8,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.54,0.3,3.25,1.18,10.5,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.0,0.77,0.32,3.27,0.5,9.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.61,0.0,3.33,0.37,10.4,4,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.7,0.78,0.51,3.0,1.17,9.2,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
7.5,0.58,0.56,3.21,1.03,11.6,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.7,0.75,0.27,3.24,0.45,9.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.815,0.0,3.32,0.51,9.8,3,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.56,0.26,3.26,0.52,9.9,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.2,0.885,0.2,3.11,0.46,10.0,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
5.2,0.49,0.26,3.71,0.62,12.2,6,Red,"(3.494, 3.752]","(3.623, 3.752]"
7.2,0.45,0.15,3.29,0.51,9.9,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.5,0.57,0.02,3.36,0.62,10.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.83,0.09,3.38,0.45,9.6,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
8.0,0.6,0.22,3.3,0.49,9.9,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.755,0.15,3.19,0.5,9.5,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.0,0.81,0.25,3.19,0.42,9.2,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.64,0.07,3.3,0.58,9.6,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.64,0.31,3.35,0.68,10.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.7,0.48,0.02,3.1,0.53,9.7,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
6.0,0.49,0.0,3.58,0.59,12.5,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
8.0,0.64,0.22,3.37,0.58,11.0,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.1,0.62,0.06,3.17,0.48,9.8,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.0,0.52,0.25,3.3,0.48,10.2,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.57,0.14,3.32,0.48,9.2,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.6,0.685,0.1,3.31,0.65,9.55,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.7,0.675,0.1,3.31,0.65,9.55,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.3,0.59,0.26,3.28,0.52,9.9,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.6,0.12,3.52,0.62,10.2,7,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.2,0.67,0.0,3.42,0.72,11.1,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.9,0.69,0.21,3.25,0.51,9.9,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.6,0.3,0.42,3.44,0.82,11.9,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.2,0.33,0.33,3.23,1.1,10.0,8,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.0,0.5,0.39,3.43,0.62,10.7,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.7,0.28,0.3,3.28,0.9,11.3,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.2,0.24,0.34,3.22,0.94,10.9,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
6.0,0.51,0.0,3.54,0.93,10.7,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
8.1,0.29,0.36,3.27,1.01,12.4,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.96,0.0,3.5,0.44,11.9,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.4,0.47,0.4,3.56,0.73,10.6,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
9.9,0.57,0.25,3.04,0.9,10.1,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
10.0,0.32,0.59,3.2,0.78,9.6,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.58,0.0,3.56,0.84,9.4,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.3,0.34,0.33,3.35,0.77,12.1,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.8,0.53,0.01,3.16,0.46,9.8,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.7,0.64,0.21,3.27,0.45,9.9,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.5,0.4,0.18,3.34,0.58,9.4,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.54,0.0,3.39,0.84,11.4,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.4,0.53,0.09,3.5,0.67,11.0,4,Red,"(3.494, 3.752]","(3.494, 3.623]"
8.3,0.26,0.37,3.26,0.7,9.6,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.7,0.23,0.37,3.41,0.71,12.1,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.6,0.41,0.33,3.3,0.58,11.2,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.8,0.64,0.0,3.31,0.63,11.0,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.9,0.18,0.4,3.33,0.93,11.3,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.4,0.41,0.24,3.37,0.62,10.4,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.6,0.43,0.31,3.26,0.54,9.9,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
5.9,0.44,0.0,3.48,0.85,11.7,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.1,0.4,0.16,3.42,0.74,10.1,7,Red,"(3.236, 3.494]","(3.365, 3.494]"
10.2,0.54,0.37,3.18,0.77,9.0,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
10.0,0.38,0.38,3.15,0.65,8.5,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.915,0.29,3.53,0.54,11.1,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.0,0.59,0.0,3.41,0.47,10.3,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.3,0.67,0.02,3.32,0.68,11.0666666666667,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.37,0.32,3.23,0.73,11.3,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.4,0.785,0.19,3.16,0.52,9.56666666666667,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
6.9,0.63,0.02,3.4,0.75,9.8,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.9,0.58,0.2,3.38,0.49,11.7,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.3,0.67,0.02,3.32,0.68,11.1,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.4,0.785,0.19,3.16,0.52,9.6,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.67,0.0,3.4,0.74,9.7,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.9,0.58,0.01,3.4,0.73,9.7,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.2,0.38,0.31,3.23,0.76,11.3,8,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.8,0.32,0.44,3.33,0.78,11.0,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.58,0.02,3.35,0.76,11.6,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.6,0.49,0.33,3.41,0.58,9.0,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
11.7,0.45,0.63,3.21,0.69,10.9,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.9,0.0,3.5,0.63,10.9,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.0,0.54,0.06,3.3,0.5,10.55,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.4,0.29,0.4,3.39,0.6,10.5,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.9,0.2,0.35,3.32,0.8,11.9,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.42,0.09,3.41,0.68,10.4,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.2,0.785,0.0,3.59,0.61,10.0,4,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.8,0.64,0.03,3.36,0.58,10.4,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.63,0.01,3.34,0.53,10.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.59,0.1,3.41,0.67,9.7,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.3,0.48,0.32,3.3,0.65,10.0,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.7,1.04,0.08,3.52,0.57,11.0,4,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.3,0.98,0.05,3.31,0.55,9.7,3,Red,"(3.236, 3.494]","(3.236, 3.365]"
10.0,0.69,0.11,2.88,0.47,9.7,5,Red,"(2.719, 2.978]","(2.849, 2.978]"
6.7,0.7,0.08,3.43,0.52,12.6,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.6,0.35,0.6,3.38,0.79,11.1,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.1,0.6,0.08,3.38,0.54,11.0,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
9.9,0.5,0.5,3.16,0.75,8.8,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
5.3,0.47,0.11,3.54,0.88,13.5666666666667,7,Red,"(3.494, 3.752]","(3.494, 3.623]"
5.3,0.47,0.11,3.54,0.88,13.6,7,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.1,0.875,0.05,3.4,0.52,10.2,3,Red,"(3.236, 3.494]","(3.365, 3.494]"
8.2,0.28,0.6,3.39,0.68,10.6,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
5.6,0.62,0.03,3.66,0.62,10.1,4,Red,"(3.494, 3.752]","(3.623, 3.752]"
7.2,0.58,0.54,3.33,0.57,10.3,4,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.1,0.33,0.44,3.35,0.61,10.7,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.91,0.06,3.53,0.64,10.9,4,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.0,0.655,0.16,3.37,0.55,9.7,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.8,0.68,0.21,3.38,0.6,10.3,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.0,0.64,0.05,3.52,0.78,10.6,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
5.6,0.54,0.04,3.72,0.58,11.4,5,Red,"(3.494, 3.752]","(3.623, 3.752]"
6.2,0.57,0.1,3.44,0.76,10.8,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.1,0.22,0.49,3.39,0.56,12.4,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.2,0.65,0.06,3.57,0.54,11.95,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.7,0.54,0.26,3.26,0.59,9.7,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.31,0.09,3.42,0.7,10.0,7,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.0,0.43,0.02,3.35,0.81,10.6,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.74,0.03,3.45,0.63,11.5,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.6,0.895,0.04,3.53,0.58,10.8,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.5,0.725,0.04,3.26,0.53,9.6,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.8,0.82,0.29,3.16,0.53,9.4,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.3,0.585,0.18,3.31,0.54,9.8,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.2,0.44,0.39,3.51,0.69,11.0,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.5,0.38,0.57,3.36,0.55,11.4,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.7,0.76,0.02,3.55,0.63,9.95,3,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.8,0.81,0.05,3.51,0.66,10.8,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.1,0.27,0.6,3.38,0.72,10.6,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.9,0.18,0.4,3.28,0.7,11.1,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.4,0.36,0.21,3.47,0.77,9.7,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.1,0.69,0.04,3.44,0.67,9.8,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.4,0.79,0.04,3.53,0.65,10.4,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.4,0.56,0.15,3.33,0.6,10.5,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.84,0.21,3.53,0.72,9.23333333333333,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.9,0.84,0.21,3.53,0.72,9.25,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.1,0.32,0.25,3.42,0.97,10.6,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.5,0.53,0.06,3.38,0.83,10.3,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.4,0.47,0.46,3.32,0.63,10.5,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.7,0.08,3.44,0.58,10.2,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.9,0.48,0.2,3.39,0.43,9.05,4,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.8,0.48,0.25,3.34,0.6,10.4,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.0,0.42,0.19,3.39,0.78,10.0,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.7,0.48,0.08,3.33,0.64,9.7,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.8,0.47,0.08,3.3,0.65,9.6,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.53,0.07,3.29,0.66,10.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.9,0.29,0.49,3.31,0.67,10.1,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.69,0.08,3.42,0.6,10.2,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.6,0.44,0.09,3.42,0.69,11.3,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.1,0.705,0.1,3.6,0.66,10.2,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.2,0.53,0.13,3.21,0.68,9.9,6,Red,"(2.978, 3.236]","(3.107, 3.236]"
8.0,0.39,0.3,3.39,0.61,9.0,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.6,0.56,0.14,3.42,0.62,11.7,7,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.0,0.55,0.13,3.36,0.59,9.7,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.1,0.53,0.08,3.6,0.68,10.3,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
5.4,0.58,0.08,3.5,0.64,10.2,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.2,0.64,0.09,3.57,0.63,12.0,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.2,0.39,0.32,3.46,0.78,9.9,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.2,0.52,0.08,3.56,0.63,11.6,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.4,0.25,0.29,3.4,0.76,10.9,7,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.7,0.855,0.02,3.3,0.56,10.75,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
11.1,0.44,0.42,3.25,0.57,10.4,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.4,0.37,0.43,3.17,0.81,11.2,7,Red,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.63,0.33,3.36,0.64,10.1,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.57,0.02,3.36,0.61,10.2,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.6,0.1,3.55,0.51,12.1,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
11.2,0.4,0.5,3.1,0.58,10.4,5,Red,"(2.978, 3.236]","(2.978, 3.107]"
7.4,0.36,0.3,3.24,0.7,11.4,8,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.1,0.68,0.0,3.45,0.53,9.5,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.1,0.67,0.0,3.44,0.54,9.4,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.3,0.68,0.01,3.51,0.66,11.3,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.3,0.735,0.0,3.41,0.6,9.4,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.6,0.855,0.02,3.54,0.6,11.0,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.0,0.56,0.17,3.44,0.68,10.55,7,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.6,0.88,0.04,3.53,0.56,9.9,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.9,0.63,0.33,3.22,0.56,9.5,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.8,0.6,0.26,3.21,0.52,9.9,5,Red,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.695,0.13,3.29,0.54,10.1,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.7,0.67,0.02,3.39,0.82,10.9,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.7,0.16,0.64,3.34,0.71,11.2,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.56,0.13,3.34,0.59,9.2,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.2,0.51,0.14,3.48,0.57,11.5,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.4,0.36,0.53,3.37,0.93,12.4,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.4,0.38,0.14,3.44,0.65,11.1,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.3,0.69,0.32,3.33,0.51,9.5,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.0,0.58,0.2,3.58,0.67,12.5,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
5.6,0.31,0.78,3.39,0.48,10.5,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
7.5,0.52,0.4,3.26,0.64,11.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
8.0,0.3,0.63,3.3,0.78,10.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.2,0.7,0.15,3.54,0.6,11.9,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.8,0.67,0.15,3.42,0.67,11.3,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.2,0.56,0.09,3.54,0.6,11.3,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.4,0.35,0.33,3.36,0.6,11.9,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.1,0.715,0.1,3.57,0.5,11.9,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.2,0.46,0.29,3.33,0.62,9.8,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.7,0.32,0.44,3.29,0.8,11.6,7,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.39,0.44,3.3,0.84,11.5,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
7.5,0.31,0.41,3.34,0.85,11.4,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
5.8,0.61,0.11,3.55,0.66,10.9,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
7.2,0.66,0.33,3.27,0.78,12.8,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.6,0.725,0.2,3.29,0.54,9.2,5,Red,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.55,0.15,3.32,0.82,11.6,6,Red,"(3.236, 3.494]","(3.236, 3.365]"
5.4,0.74,0.09,3.67,0.56,11.6,6,Red,"(3.494, 3.752]","(3.623, 3.752]"
6.3,0.51,0.13,3.42,0.75,11.0,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.8,0.62,0.08,3.42,0.82,9.5,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.2,0.6,0.08,3.45,0.58,10.5,5,Red,"(3.236, 3.494]","(3.365, 3.494]"
5.9,0.55,0.1,3.52,0.76,11.2,6,Red,"(3.494, 3.752]","(3.494, 3.623]"
5.9,0.645,0.12,3.57,0.71,10.2,5,Red,"(3.494, 3.752]","(3.494, 3.623]"
6.0,0.31,0.47,3.39,0.66,11.0,6,Red,"(3.236, 3.494]","(3.365, 3.494]"
6.3,0.3,0.34,3.3,0.49,9.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
8.1,0.28,0.4,3.26,0.44,10.1,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.2,0.23,0.32,3.19,0.4,9.9,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.32,0.16,3.18,0.47,9.6,6,White,"(2.978, 3.236]","(3.107, 3.236]"
8.1,0.22,0.43,3.22,0.45,11.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
8.1,0.27,0.41,2.99,0.56,12.0,5,White,"(2.978, 3.236]","(2.978, 3.107]"
8.6,0.23,0.4,3.14,0.53,9.7,5,White,"(2.978, 3.236]","(3.107, 3.236]"
7.9,0.18,0.37,3.18,0.63,10.8,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.16,0.4,3.54,0.52,12.4,7,White,"(3.494, 3.752]","(3.494, 3.623]"
6.6,0.17,0.38,3.25,0.55,11.4,7,White,"(3.236, 3.494]","(3.236, 3.365]"
6.3,0.48,0.04,3.24,0.36,9.6,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.2,0.66,0.48,3.33,0.39,12.8,8,White,"(3.236, 3.494]","(3.236, 3.365]"
7.4,0.34,0.42,3.12,0.53,11.3,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.31,0.14,3.22,0.5,9.5,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.4,0.31,0.38,3.17,0.35,11.0,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.8,0.26,0.42,3.47,0.48,10.5,8,White,"(3.236, 3.494]","(3.365, 3.494]"
7.6,0.67,0.14,3.05,0.51,9.3,5,White,"(2.978, 3.236]","(2.978, 3.107]"
6.6,0.27,0.41,3.42,0.47,10.0,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.0,0.25,0.32,3.25,0.5,10.4,6,White,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.24,0.35,3.45,0.44,10.0,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.0,0.28,0.39,3.38,0.53,10.5,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.4,0.27,0.48,3.19,0.49,11.6,6,White,"(2.978, 3.236]","(3.107, 3.236]"
7.2,0.32,0.36,3.1,0.71,12.3,7,White,"(2.978, 3.236]","(2.978, 3.107]"
8.5,0.24,0.39,3.2,0.53,10.0,6,White,"(2.978, 3.236]","(3.107, 3.236]"
8.3,0.14,0.34,3.47,0.4,10.2,6,White,"(3.236, 3.494]","(3.365, 3.494]"
7.4,0.25,0.36,3.19,0.44,10.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.12,0.34,3.42,0.51,9.0,6,White,"(3.236, 3.494]","(3.365, 3.494]"
5.8,0.27,0.2,3.37,0.37,10.2,5,White,"(3.236, 3.494]","(3.365, 3.494]"
7.3,0.28,0.43,3.19,0.42,12.8,5,White,"(2.978, 3.236]","(3.107, 3.236]"
6.5,0.39,0.23,3.24,0.35,10.0,5,White,"(3.236, 3.494]","(3.236, 3.365]"
7.0,0.33,0.32,3.13,0.28,11.2,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.23,0.39,3.11,0.36,9.4,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.24,0.39,3.1,0.34,9.4,6,White,"(2.978, 3.236]","(2.978, 3.107]"
7.0,0.31,0.26,3.13,0.46,9.8,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.6,0.24,0.27,3.22,0.56,9.5,6,White,"(2.978, 3.236]","(3.107, 3.236]"
6.7,0.23,0.26,3.24,0.56,9.5,6,White,"(3.236, 3.494]","(3.236, 3.365]"
7.4,0.18,0.31,3.16,0.53,10.0,7,White,"(2.978, 3.236]","(3.107, 3.236]"
6.2,0.45,0.26,3.27,0.52,9.8,4,White,"(3.236, 3.494]","(3.236, 3.365]"
6.2,0.46,0.25,3.25,0.52,9.8,5,White,"(3.236, 3.494]","(3.236, 3.365]"
6.9,0.19,0.35,3.36,0.48,9.8,5,White,"(3.236, 3.494]","(3.236, 3.365]"
